t1_result,t2_result,t1p1_champion,t1p1_class,t1p2_champion,t1p2_class,t1p3_champion,t1p3_class,t1p4_champion,t1p4_class,t1p5_champion,t1p5_class,t2p1_champion,t2p1_class,t2p2_champion,t2p2_class,t2p3_champion,t2p3_class,t2p4_champion,t2p4_class,t2p5_champion,t2p5_class,t1_totalgold,t2_totalgold,t1_barons,t2_barons,t1_dragons,t2_dragons,t1_heralds,t2_heralds,t1_towers,t2_towers,t1_inhibitors,t2_inhibitors,t1_kills,t2_kills,t1_totalcs,t2_totalcs
1,0,Aatrox,Warrior,Jax,Warrior,Corki,Marksman,Varus,Marksman,Heimerdinger,Mage,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Xerath,Mage,Aphelios,Marksman,Rell,Tank-Support,64391,49029,2,0,4,0,1,0,9,1,2,0,19,10,1112,926
1,0,Rumble,Mage-Warrior,Maokai,Tank,Tristana,Marksman,Aphelios,Marksman,Milio,Support,Sion,Warrior,Xin Zhao,Warrior,Syndra,Mage,Lucian,Marksman,Nami,Support,59080,49035,2,0,4,0,1,0,11,11,3,3,18,6,971,969
1,0,Aatrox,Warrior,Poppy,Tank-Warrior,Azir,Mage,Varus,Marksman,Renata Glasc,Support,Gnar,Warrior,Sejuani,Tank,Akali,Assassin,Lucian,Marksman,Milio,Support,55711,49040,1,0,2,3,1,0,9,4,2,0,7,2,1062,1067
1,0,Aatrox,Warrior,Vi,Warrior,Ahri,Mage,Ezreal,Mage-Marksman,Neeko,Mage,K'Sante,Tank-Warrior,Lillia,Mage,Corki,Marksman,Kalista,Marksman,Nautilus,Tank-Support,59483,49051,1,0,2,3,1,0,10,10,2,2,13,4,1056,1034
1,0,Ornn,Warrior,Lee Sin,Warrior-Assassin,Corki,Marksman,Ashe,Marksman,Pyke,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Neeko,Mage,Senna,Marksman-Support,Seraphine,Mage-Support,67147,49060,1,0,5,0,0,0,11,11,3,3,23,5,979,921
1,0,Aatrox,Warrior,Nocturne,Assassin,Neeko,Mage,Aphelios,Marksman,Rakan,Support,Olaf,Warrior,Maokai,Tank,Akali,Assassin,Kalista,Marksman,Renata Glasc,Support,56056,49085,1,0,2,2,1,0,7,2,1,0,13,6,1019,1021
1,0,Jax,Warrior,Maokai,Tank,Azir,Mage,Senna,Marksman-Support,Lee Sin,Warrior-Assassin,Gragas,Mage-Warrior,Ivern,Mage,Tristana,Marksman,Varus,Marksman,Renata Glasc,Support,59107,49148,2,0,2,2,1,0,11,1,3,0,22,10,865,913
1,0,K'Sante,Tank-Warrior,Maokai,Tank,Azir,Mage,Aphelios,Marksman,Blitzcrank,Support,Karma,Mage-Support,Xin Zhao,Warrior,Akali,Assassin,Jinx,Marksman,Nautilus,Tank-Support,59209,49216,1,0,2,2,1,0,9,9,1,1,20,6,974,994
1,0,Jax,Warrior,Trundle,Warrior,Azir,Mage,Caitlyn,Marksman,Ashe,Marksman,Udyr,Warrior,Kindred,Assassin,Yone,Warrior,Varus,Marksman,Blitzcrank,Support,55147,49253,1,0,2,1,1,0,10,10,2,2,16,15,880,848
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Cassiopeia,Mage,Varus,Marksman,Ashe,Marksman,Udyr,Warrior,Lee Sin,Warrior-Assassin,Tristana,Marksman,Ziggs,Mage,Leona,Tank,58114,49281,1,0,3,1,1,0,8,3,1,0,17,9,993,944
1,0,Zac,Tank-Warrior,Maokai,Tank,LeBlanc,Mage-Assassin,Lucian,Marksman,Nami,Support,Poppy,Tank-Warrior,Xin Zhao,Warrior,Azir,Mage,Senna,Marksman-Support,Nautilus,Tank-Support,62789,49284,1,0,4,1,1,0,8,8,1,1,22,3,1068,1023
1,0,Aatrox,Warrior,Rell,Tank-Support,Akali,Assassin,Aphelios,Marksman,Milio,Support,Yone,Warrior,Xin Zhao,Warrior,Orianna,Mage,Lucian,Marksman,Nami,Support,56694,49310,1,0,3,1,0,1,7,7,1,1,13,4,1047,993
1,0,K'Sante,Tank-Warrior,Jax,Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,Rumble,Mage-Warrior,Xin Zhao,Warrior,Corki,Marksman,Lucian,Marksman,Milio,Support,59935,49411,2,0,2,2,1,0,10,1,1,0,14,5,1063,1062
1,0,Gnar,Warrior,Maokai,Tank,Azir,Mage,Lucian,Marksman,Milio,Support,Renekton,Warrior,Evelynn,Assassin,Tristana,Marksman,Jinx,Marksman,Rell,Tank-Support,55023,49494,0,1,3,1,0,1,7,7,1,1,20,7,956,931
1,0,Rumble,Mage-Warrior,Xin Zhao,Warrior,Orianna,Mage,Caitlyn,Marksman,Milio,Support,K'Sante,Tank-Warrior,Viego,Warrior,Neeko,Mage,Kalista,Marksman,Renata Glasc,Support,58843,49503,1,0,1,3,0,1,10,4,2,0,24,8,912,883
1,0,Ornn,Warrior,Viego,Warrior,Syndra,Mage,Ezreal,Mage-Marksman,Nautilus,Tank-Support,Gnar,Warrior,Ivern,Mage,Corki,Marksman,Varus,Marksman,Bard,Support,62758,49504,1,0,3,2,1,0,11,11,3,3,24,7,1064,949
1,0,Gwen,Warrior,Trundle,Warrior,LeBlanc,Mage-Assassin,Kalista,Marksman,Rell,Tank-Support,Akali,Assassin,Xin Zhao,Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,60830,49513,1,0,2,2,1,0,11,2,3,0,21,8,973,977
1,0,Aatrox,Warrior,Wukong,Warrior,Orianna,Mage,Xayah,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Vi,Warrior,Azir,Mage,Smolder,Marksman,Blitzcrank,Support,58378,49524,1,0,3,1,1,0,10,10,3,3,21,6,926,1016
1,0,K'Sante,Tank-Warrior,Brand,Mage,Azir,Mage,Senna,Marksman-Support,Nautilus,Tank-Support,Gnar,Warrior,Kindred,Assassin,Orianna,Mage,Ezreal,Mage-Marksman,Alistar,Tank-Support,61318,49525,1,0,1,3,1,0,11,11,3,3,23,6,970,991
1,0,K'Sante,Tank-Warrior,Sejuani,Tank,Sylas,Mage-Warrior,Xayah,Marksman,Rakan,Support,Gnar,Warrior,Maokai,Tank,Azir,Mage,Zeri,Marksman,Milio,Support,64879,49526,2,0,4,0,0,0,10,10,1,1,15,1,1146,1073
1,0,K'Sante,Tank-Warrior,Trundle,Warrior,Hwei,Mage,Kalista,Marksman,Renata Glasc,Support,Olaf,Warrior,Wukong,Warrior,Orianna,Mage,Xayah,Marksman,Nautilus,Tank-Support,57381,49530,1,0,4,0,1,0,9,9,1,1,14,5,965,1000
1,0,Aatrox,Warrior,Rell,Tank-Support,Orianna,Mage,Varus,Marksman,Pyke,Support,Renekton,Warrior,Xin Zhao,Warrior,Azir,Mage,Jhin,Marksman,Nautilus,Tank-Support,66010,49551,1,0,4,0,1,0,10,1,2,0,29,8,967,964
1,0,Rumble,Mage-Warrior,Maokai,Tank,Lucian,Marksman,Varus,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Neeko,Mage,Jinx,Marksman,Karma,Mage-Support,62789,49587,2,0,2,2,0,1,9,9,2,2,26,11,891,871
1,0,Udyr,Warrior,Xin Zhao,Warrior,Corki,Marksman,Seraphine,Mage-Support,Senna,Marksman-Support,Rumble,Mage-Warrior,Nocturne,Assassin,Gragas,Mage-Warrior,Aphelios,Marksman,Rakan,Support,63699,49681,2,0,3,2,0,1,9,4,1,0,17,3,1090,1023
1,0,K'Sante,Tank-Warrior,Sejuani,Tank,Tristana,Marksman,Xayah,Marksman,Rakan,Support,Gnar,Warrior,Jarvan IV,Tank-Warrior,Corki,Marksman,Kalista,Marksman,Renata Glasc,Support,62533,49686,1,0,2,2,1,0,9,9,1,1,17,7,1129,1036
1,0,Riven,Warrior,Maokai,Tank,Azir,Mage,Senna,Marksman-Support,Ornn,Warrior,Aatrox,Warrior,Sejuani,Tank,Corki,Marksman,Aphelios,Marksman,Janna,Support,59496,49713,1,0,3,1,1,0,11,11,3,3,12,4,1078,1053
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Neeko,Mage,Lucian,Marksman,Nami,Support,Aatrox,Warrior,Vi,Warrior,Corki,Marksman,Aphelios,Marksman,Milio,Support,58744,49733,0,0,3,1,1,0,8,8,1,1,17,7,1064,982
1,0,Jax,Warrior,Lee Sin,Warrior-Assassin,LeBlanc,Mage-Assassin,Corki,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Lillia,Mage,Akali,Assassin,Aphelios,Marksman,Milio,Support,64602,49745,2,0,2,3,1,0,11,11,3,3,15,4,1090,1025
1,0,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Corki,Marksman,Ashe,Marksman,Milio,Support,Aatrox,Warrior,Maokai,Tank,Yone,Warrior,Varus,Marksman,Hwei,Mage,63536,49750,0,0,3,1,0,1,11,11,3,3,24,7,1032,962
1,0,K'Sante,Tank-Warrior,Jarvan IV,Tank-Warrior,Azir,Mage,Draven,Marksman,Milio,Support,Sion,Warrior,Lillia,Mage,Corki,Marksman,Aphelios,Marksman,Lulu,Support,61833,49791,1,0,4,1,1,0,10,10,2,2,13,3,1073,1055
1,0,Aatrox,Warrior,Diana,Mage-Warrior,Yasuo,Warrior,Ashe,Marksman,Lulu,Support,Poppy,Tank-Warrior,Maokai,Tank,Corki,Marksman,Aphelios,Marksman,Renata Glasc,Support,61932,49811,1,0,4,0,1,0,10,10,1,1,19,11,1012,887
0,1,Aatrox,Warrior,Vi,Warrior,Akali,Assassin,Lucian,Marksman,Nami,Support,Udyr,Warrior,Sejuani,Tank,Yone,Warrior,Aphelios,Marksman,Milio,Support,38110,49829,0,1,0,3,0,1,2,2,0,0,4,20,730,780
0,1,Jax,Warrior,Nocturne,Assassin,Orianna,Mage,Kai'Sa,Marksman,Nautilus,Tank-Support,Darius,Tank-Warrior,Sejuani,Tank,Azir,Mage,Nilah,Marksman-Warrior,Alistar,Tank-Support,40506,49848,0,0,0,3,0,0,3,3,0,0,8,20,802,777
1,0,Udyr,Warrior,Xin Zhao,Warrior,Corki,Marksman,Kalista,Marksman,Nautilus,Tank-Support,Ornn,Warrior,Poppy,Tank-Warrior,Azir,Mage,Caitlyn,Marksman,Renata Glasc,Support,62246,49859,1,0,3,2,1,0,9,9,2,2,16,9,1073,947
1,0,K'Sante,Tank-Warrior,Brand,Mage,Akali,Assassin,Varus,Marksman,Bard,Support,Malphite,Tank,Vi,Warrior,Hwei,Mage,Yasuo,Warrior,Senna,Marksman-Support,61854,49915,1,0,2,2,1,0,10,10,2,2,18,6,1078,1015
1,0,Udyr,Warrior,Poppy,Tank-Warrior,Orianna,Mage,Senna,Marksman-Support,Seraphine,Mage-Support,Aatrox,Warrior,Xin Zhao,Warrior,Zac,Tank-Warrior,Lucian,Marksman,Nami,Support,57683,49944,1,0,1,3,0,0,8,3,1,0,13,10,987,927
0,1,K'Sante,Tank-Warrior,Maokai,Tank,Sylas,Mage-Warrior,Lucian,Marksman,Nami,Support,Jax,Warrior,Rell,Tank-Support,Cassiopeia,Mage,Kalista,Marksman,Ashe,Marksman,32658,49990,0,1,0,3,0,1,0,0,0,0,4,23,606,738
1,0,Fiora,Warrior,Rell,Tank-Support,Hwei,Mage,Varus,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Vi,Warrior,Azir,Mage,Miss Fortune,Marksman,Rakan,Support,61100,49996,1,0,4,1,1,0,8,8,2,2,21,3,1050,1068
1,0,K'Sante,Tank-Warrior,Dr. Mundo,Tank-Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,Jax,Warrior,Maokai,Tank,Tristana,Marksman,Xayah,Marksman,Rakan,Support,56255,50058,1,0,2,2,0,0,8,8,1,1,8,6,1094,1092
1,0,K'Sante,Tank-Warrior,Jax,Warrior,LeBlanc,Mage-Assassin,Varus,Marksman,Blitzcrank,Support,Rumble,Mage-Warrior,Xin Zhao,Warrior,Karma,Mage-Support,Jhin,Marksman,Heimerdinger,Mage,59664,50175,1,0,1,3,0,1,10,3,3,0,14,8,996,977
1,0,K'Sante,Tank-Warrior,Maokai,Tank,Tristana,Marksman,Kalista,Marksman,Renata Glasc,Support,Gnar,Warrior,Wukong,Warrior,Azir,Mage,Xayah,Marksman,Rakan,Support,62780,50192,2,0,3,1,1,0,11,11,4,4,16,8,1010,978
1,0,Jax,Warrior,Vi,Warrior,Orianna,Mage,Kalista,Marksman,Renata Glasc,Support,Pantheon,Warrior-Assassin,Rell,Tank-Support,Azir,Mage,Varus,Marksman,Ashe,Marksman,55309,50219,0,1,3,1,1,0,8,8,1,1,19,8,964,951
1,0,K'Sante,Tank-Warrior,Ivern,Mage,Hwei,Mage,Kalista,Marksman,Leona,Tank,Jax,Warrior,Brand,Mage,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,62017,50296,1,0,2,2,0,1,11,11,3,3,27,10,954,919
1,0,Darius,Tank-Warrior,Sejuani,Tank,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,LeBlanc,Mage-Assassin,Xayah,Marksman,Rakan,Support,57428,50318,1,0,1,3,0,0,8,8,1,1,15,10,992,976
0,1,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Hwei,Mage,Senna,Marksman-Support,Tahm Kench,Tank-Support,Aatrox,Warrior,Viego,Warrior,Azir,Mage,Varus,Marksman,Rell,Tank-Support,36715,50336,0,1,1,2,0,1,2,2,0,0,4,14,695,852
1,0,Jax,Warrior,Rell,Tank-Support,Orianna,Mage,Kalista,Marksman,Renata Glasc,Support,Aatrox,Warrior,Sejuani,Tank,Azir,Mage,Lucian,Marksman,Milio,Support,61947,50369,1,0,5,0,1,0,11,11,3,3,15,1,1028,1072
1,0,Rumble,Mage-Warrior,Xin Zhao,Warrior,Orianna,Mage,Varus,Marksman,Nautilus,Tank-Support,Udyr,Warrior,Maokai,Tank,Ezreal,Mage-Marksman,Kalista,Marksman,Bard,Support,64180,50375,2,0,3,2,1,0,11,11,3,3,19,5,1035,1002
0,1,Sejuani,Tank,Viego,Warrior,Azir,Mage,Varus,Marksman,Nautilus,Tank-Support,Zac,Tank-Warrior,Maokai,Tank,Yone,Warrior,Ezreal,Mage-Marksman,Ashe,Marksman,36809,50407,0,1,0,3,0,1,1,1,0,0,6,17,701,816
1,0,K'Sante,Tank-Warrior,Rell,Tank-Support,Azir,Mage,Kalista,Marksman,Senna,Marksman-Support,Jax,Warrior,Xin Zhao,Warrior,Syndra,Mage,Draven,Marksman,Renata Glasc,Support,55585,50417,1,0,4,0,0,0,9,9,2,2,18,12,882,898
1,0,K'Sante,Tank-Warrior,Jax,Warrior,Syndra,Mage,Kalista,Marksman,Senna,Marksman-Support,Udyr,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Varus,Marksman,Renata Glasc,Support,55903,50446,0,0,4,1,0,0,8,8,1,1,17,11,910,875
0,1,K'Sante,Tank-Warrior,Sejuani,Tank,Tristana,Marksman,Kai'Sa,Marksman,Rell,Tank-Support,Gwen,Warrior,Maokai,Tank,Jayce,Warrior,Senna,Marksman-Support,Tahm Kench,Tank-Support,36271,50549,0,0,1,2,0,0,3,3,0,0,3,14,739,839
1,0,Riven,Warrior,Poppy,Tank-Warrior,Corki,Marksman,Caitlyn,Marksman,Ashe,Marksman,Udyr,Warrior,Brand,Mage,Jayce,Warrior,Kalista,Marksman,Senna,Marksman-Support,63822,50577,1,0,4,0,1,0,10,10,2,2,13,3,1154,1065
0,1,K'Sante,Tank-Warrior,Nocturne,Assassin,Neeko,Mage,Aphelios,Marksman,Milio,Support,Aatrox,Warrior,Vi,Warrior,Azir,Mage,Ezreal,Mage-Marksman,Karma,Mage-Support,38488,50600,0,1,0,4,1,0,2,2,0,0,5,14,767,861
0,1,K'Sante,Tank-Warrior,Poppy,Tank-Warrior,Azir,Mage,Lucian,Marksman,Nami,Support,Udyr,Warrior,Lee Sin,Warrior-Assassin,Neeko,Mage,Aphelios,Marksman,Milio,Support,42008,50683,0,0,1,3,0,0,2,2,0,0,2,12,892,889
1,0,Ornn,Warrior,Jarvan IV,Tank-Warrior,Corki,Marksman,Lucian,Marksman,Nami,Support,Rumble,Mage-Warrior,Vi,Warrior,LeBlanc,Mage-Assassin,Varus,Marksman,Milio,Support,53273,50718,1,0,1,2,1,0,5,5,1,0,17,11,905,929
1,0,K'Sante,Tank-Warrior,Maokai,Tank,Azir,Mage,Kai'Sa,Marksman,Rakan,Support,Aatrox,Warrior,Viego,Warrior,Corki,Marksman,Ezreal,Mage-Marksman,Karma,Mage-Support,57706,50738,1,0,3,2,1,0,7,2,1,0,14,4,1092,1086
1,0,Udyr,Warrior,Jarvan IV,Tank-Warrior,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,Aatrox,Warrior,Vi,Warrior,Orianna,Mage,Xayah,Marksman,Rakan,Support,63165,50776,1,0,4,0,0,0,10,10,2,2,15,6,1126,1035
1,0,Renekton,Warrior,Sejuani,Tank,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,Aatrox,Warrior,Taliyah,Mage,Neeko,Mage,Varus,Marksman,Rell,Tank-Support,60720,50874,2,0,5,0,0,1,8,3,1,0,16,6,1010,992
0,1,Aatrox,Warrior,Udyr,Warrior,Azir,Mage,Kalista,Marksman,Maokai,Tank,K'Sante,Tank-Warrior,Kindred,Assassin,Orianna,Mage,Varus,Marksman,Renata Glasc,Support,35079,50912,0,1,1,2,0,1,1,1,0,0,7,21,599,796
0,1,K'Sante,Tank-Warrior,Vi,Warrior,Corki,Marksman,Varus,Marksman,Leona,Tank,Aatrox,Warrior,Rell,Tank-Support,Azir,Mage,Ashe,Marksman,Nautilus,Tank-Support,39432,50960,0,1,0,3,0,1,2,2,0,0,9,23,709,788
1,0,Rumble,Mage-Warrior,Xin Zhao,Warrior,Neeko,Mage,Jinx,Marksman,Milio,Support,Sion,Warrior,Maokai,Tank,Azir,Mage,Varus,Marksman,Senna,Marksman-Support,57891,51012,0,0,2,3,1,0,7,3,1,0,13,5,1106,988
1,0,Rumble,Mage-Warrior,Vi,Warrior,Yone,Warrior,Varus,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Orianna,Mage,Draven,Marksman,Camille,Warrior,67270,51055,2,0,3,1,0,1,11,11,2,2,33,12,963,908
1,0,Zac,Tank-Warrior,Rell,Tank-Support,Corki,Marksman,Varus,Marksman,Rakan,Support,Volibear,Tank-Warrior,Nocturne,Assassin,Orianna,Mage,Nautilus,Tank-Support,Senna,Marksman-Support,62830,51088,1,1,4,0,0,1,7,7,1,1,27,12,975,884
1,0,K'Sante,Tank-Warrior,Sejuani,Tank,Hwei,Mage,Aphelios,Marksman,Milio,Support,Udyr,Warrior,Trundle,Warrior,Azir,Mage,Miss Fortune,Marksman,Rakan,Support,58837,51103,1,0,4,1,0,1,9,9,2,2,10,2,1044,1060
1,0,Aatrox,Warrior,Poppy,Tank-Warrior,Taliyah,Mage,Lucian,Marksman,Nami,Support,Udyr,Warrior,Sejuani,Tank,Tristana,Marksman,Kog'Maw,Marksman,Milio,Support,57672,51233,1,0,4,1,0,1,8,8,1,1,8,4,1137,1033
0,1,Sion,Warrior,Graves,Marksman,Taliyah,Mage,Draven,Marksman,Neeko,Mage,Gwen,Warrior,Rell,Tank-Support,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,35622,51262,0,1,0,3,0,1,0,0,0,0,1,15,754,875
0,1,Kennen,Mage,Nocturne,Assassin,Orianna,Mage,Varus,Marksman,Nautilus,Tank-Support,Aatrox,Warrior,Rell,Tank-Support,Hwei,Mage,Ezreal,Mage-Marksman,Alistar,Tank-Support,38268,51272,0,1,1,1,0,1,0,0,0,0,5,17,784,862
1,0,Jax,Warrior,Maokai,Tank,LeBlanc,Mage-Assassin,Ziggs,Mage,Rakan,Support,Udyr,Warrior,Vi,Warrior,Azir,Mage,Varus,Marksman,Renata Glasc,Support,64476,51289,2,0,2,3,0,0,10,10,3,3,23,5,1062,1006
0,1,Aatrox,Warrior,Xin Zhao,Warrior,Azir,Mage,Ezreal,Mage-Marksman,Maokai,Tank,Zac,Tank-Warrior,Lee Sin,Warrior-Assassin,Corki,Marksman,Varus,Marksman,Leona,Tank,42136,51298,0,1,0,3,0,1,3,3,0,0,4,18,870,866
1,0,Jax,Warrior,Vi,Warrior,Corki,Marksman,Lucian,Marksman,Milio,Support,Udyr,Warrior,Trundle,Warrior,Azir,Mage,Varus,Marksman,Lulu,Support,59160,51311,0,1,3,2,1,0,10,10,2,2,14,7,1066,934
1,0,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Syndra,Mage,Miss Fortune,Marksman,Maokai,Tank,Rumble,Mage-Warrior,Viego,Warrior,Akali,Assassin,Varus,Marksman,Leona,Tank,61893,51324,1,0,4,1,1,0,10,10,2,2,14,7,1073,1083
1,0,Gnar,Warrior,Rell,Tank-Support,Corki,Marksman,Senna,Marksman-Support,Nautilus,Tank-Support,K'Sante,Tank-Warrior,Brand,Mage,Akali,Assassin,Miss Fortune,Marksman,Maokai,Tank,61628,51338,1,0,2,2,1,0,11,11,3,3,13,7,1045,1041
1,0,Rumble,Mage-Warrior,Xin Zhao,Warrior,LeBlanc,Mage-Assassin,Nilah,Marksman-Warrior,Alistar,Tank-Support,Fiddlesticks,Mage,Nocturne,Assassin,Neeko,Mage,Kai'Sa,Marksman,Rakan,Support,61385,51355,1,0,3,1,1,0,8,8,1,1,19,10,970,947
1,0,Aatrox,Warrior,Lee Sin,Warrior-Assassin,LeBlanc,Mage-Assassin,Senna,Marksman-Support,Maokai,Tank,Yone,Warrior,Sejuani,Tank,Akali,Assassin,Varus,Marksman,Nautilus,Tank-Support,63951,51457,1,0,4,0,0,1,8,8,1,1,31,16,974,861
1,0,Rumble,Mage-Warrior,Nocturne,Assassin,LeBlanc,Mage-Assassin,Xayah,Marksman,Rell,Tank-Support,Udyr,Warrior,Vi,Warrior,Vex,Mage,Aphelios,Marksman,Thresh,Tank-Support,64050,51482,1,0,3,1,0,0,10,10,2,2,30,11,1002,957
1,0,Olaf,Warrior,Vi,Warrior,Hwei,Mage,Nilah,Marksman-Warrior,Senna,Marksman-Support,Gnar,Warrior,Xin Zhao,Warrior,Azir,Mage,Seraphine,Mage-Support,Rell,Tank-Support,65432,51514,2,0,3,2,1,0,11,11,1,1,15,7,1083,1045
1,0,Aatrox,Warrior,Vi,Warrior,Orianna,Mage,Kai'Sa,Marksman,Nautilus,Tank-Support,Yasuo,Warrior,Diana,Mage-Warrior,Tristana,Marksman,Aphelios,Marksman,Tahm Kench,Tank-Support,61637,51531,1,0,3,1,0,0,9,9,1,1,20,5,1074,979
1,0,Rumble,Mage-Warrior,Viego,Warrior,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,K'Sante,Tank-Warrior,Vi,Warrior,Hwei,Mage,Seraphine,Mage-Support,Bard,Support,56868,51587,0,0,2,3,1,0,7,7,1,1,10,11,1070,1046
1,0,Vladimir,Mage-Warrior,Vi,Warrior,Orianna,Mage,Miss Fortune,Marksman,Rell,Tank-Support,K'Sante,Tank-Warrior,Jarvan IV,Tank-Warrior,Azir,Mage,Varus,Marksman,Alistar,Tank-Support,61748,51634,1,0,3,2,0,1,8,4,1,0,22,9,965,956
1,0,K'Sante,Tank-Warrior,Lee Sin,Warrior-Assassin,Azir,Mage,Kalista,Marksman,Nautilus,Tank-Support,Gnar,Warrior,Maokai,Tank,LeBlanc,Mage-Assassin,Lucian,Marksman,Milio,Support,59873,51636,1,0,3,2,0,0,8,8,1,1,17,7,1042,991
1,0,Rumble,Mage-Warrior,Rell,Tank-Support,Jayce,Warrior,Xayah,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Vi,Warrior,Hwei,Mage,Varus,Marksman,Renata Glasc,Support,61150,51644,1,0,2,2,1,0,9,9,1,1,12,6,1111,1003
1,0,Aatrox,Warrior,Sejuani,Tank,Corki,Marksman,Lucian,Marksman,Milio,Support,K'Sante,Tank-Warrior,Xin Zhao,Warrior,Azir,Mage,Varus,Marksman,Karma,Mage-Support,63752,51701,1,0,4,0,1,0,9,9,1,1,13,3,1193,1059
1,0,Udyr,Warrior,Viego,Warrior,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,K'Sante,Tank-Warrior,Vi,Warrior,Taliyah,Mage,Twisted Fate,Mage-Assassin,Maokai,Tank,63034,51706,1,0,4,1,1,0,10,10,2,2,17,8,1141,1007
1,0,K'Sante,Tank-Warrior,Vi,Warrior,Azir,Mage,Jhin,Marksman,Rell,Tank-Support,Rumble,Mage-Warrior,Trundle,Warrior,Tristana,Marksman,Varus,Marksman,Nautilus,Tank-Support,60907,51710,1,0,2,1,1,0,9,9,1,1,17,10,1080,1070
0,1,Rumble,Mage-Warrior,Lee Sin,Warrior-Assassin,LeBlanc,Mage-Assassin,Varus,Marksman,Rell,Tank-Support,Kennen,Mage,Poppy,Tank-Warrior,Tristana,Marksman,Senna,Marksman-Support,Tahm Kench,Tank-Support,33797,51851,0,0,0,2,0,0,0,0,0,0,5,22,647,813
1,0,Aatrox,Warrior,Jax,Warrior,Corki,Marksman,Varus,Marksman,Senna,Marksman-Support,Gwen,Warrior,Vi,Warrior,Akali,Assassin,Lucian,Marksman,Milio,Support,63977,51896,2,0,2,3,0,1,9,9,3,3,15,8,1053,1033
1,0,Rumble,Mage-Warrior,Trundle,Warrior,Taliyah,Mage,Varus,Marksman,Maokai,Tank,Olaf,Warrior,Sejuani,Tank,Azir,Mage,Ezreal,Mage-Marksman,Rell,Tank-Support,57002,51915,1,0,3,2,0,1,9,9,1,1,15,9,953,985
1,0,Rumble,Mage-Warrior,Vi,Warrior,Twisted Fate,Mage-Assassin,Caitlyn,Marksman,Lux,Mage,Udyr,Warrior,Maokai,Tank,Tristana,Marksman,Zeri,Marksman,Blitzcrank,Support,68597,51957,2,0,4,1,1,0,11,11,2,2,26,9,1001,943
0,1,K'Sante,Tank-Warrior,Rell,Tank-Support,Corki,Marksman,Xayah,Marksman,Rakan,Support,Aatrox,Warrior,Viego,Warrior,Neeko,Mage,Senna,Marksman-Support,Ornn,Warrior,37770,51987,0,1,1,3,1,0,1,1,0,0,4,13,768,930
0,1,Yone,Warrior,Xin Zhao,Warrior,Akali,Assassin,Varus,Marksman,Maokai,Tank,Aatrox,Warrior,Lee Sin,Warrior-Assassin,Orianna,Mage,Ashe,Marksman,Braum,Tank-Support,36864,52141,0,1,1,2,0,1,2,2,0,0,4,24,718,822
1,0,Udyr,Warrior,Maokai,Tank,Tristana,Marksman,Xayah,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Kindred,Assassin,Neeko,Mage,Aphelios,Marksman,Milio,Support,63046,52168,2,0,2,2,0,0,10,10,3,3,21,14,1008,952
1,0,Ornn,Warrior,Jarvan IV,Tank-Warrior,Orianna,Mage,Kalista,Marksman,Renata Glasc,Support,Aatrox,Warrior,Xin Zhao,Warrior,Neeko,Mage,Aphelios,Marksman,Lulu,Support,61735,52178,1,0,4,1,1,0,10,10,2,2,11,2,1041,1112
1,0,Aatrox,Warrior,Lillia,Mage,Azir,Mage,Kalista,Marksman,Renata Glasc,Support,Yone,Warrior,Maokai,Tank,Corki,Marksman,Varus,Marksman,Rakan,Support,61566,52189,1,0,2,2,0,0,10,10,2,2,11,5,1184,1119
1,0,Rumble,Mage-Warrior,Xin Zhao,Warrior,Corki,Marksman,Kalista,Marksman,Rakan,Support,K'Sante,Tank-Warrior,Wukong,Warrior,Neeko,Mage,Varus,Marksman,Alistar,Tank-Support,63099,52191,1,0,3,1,0,1,9,9,2,2,17,5,1076,1070
